100	17336.6	384.2532302545
105	14583.12	349.5272795033
110	12266.96	294.0636419621
115	10318.68	247.4015342657
120	8679.84	208.1444142537
125	7301.3	175.1162936385
130	6340.34	164.5044459582
135	5505.86	142.8738314591
140	4781.21	124.0872384504
145	4151.93	107.7718330976
150	3605.49	93.6013976516
155	3195.14	89.4310786895
160	2831.499	79.2625482473
165	2509.236	70.2502154477
170	2223.654	62.2626822667
175	1970.58	55.1833884404
180	1771.146	52.9469171038
185	1591.906	47.5939108703
190	1430.797	42.7821055991
195	1285.996	38.4567958109
200	1155.85	34.5688835656
205	1049.897	34.0905392039
210	953.658	30.9686487306
215	866.239	28.1326722081
220	786.835	25.5563683281
225	714.71	23.2160217079
230	654.594	22.4287270056
235	599.536	20.5443459302
240	549.107	18.8181411022
245	502.922	17.2371054569
250	460.62	15.7888296893
255	424.578	15.5663396467
260	391.356	14.3499811126
265	360.733	13.2285994994
270	332.507	12.1949422801
275	306.49	11.2420257237
280	283.9707	11.0180909549
285	263.1071	10.2095382398
290	243.7757	9.4603195822
295	225.8649	8.7660960029
300	209.27	8.1228200319
305	194.7844	7.9827866442
310	181.3024	7.4310597704
315	168.753	6.9174694999
320	157.0725	6.4393864921
325	146.2	5.9943426796
330	136.565	5.7721148438
335	127.5649	5.3922084079
340	119.1581	5.0373099658
345	111.3053	4.7057748982
350	103.97	4.3960576797
355	97.4291	4.4155886798
360	91.2998	4.1381837121
365	85.5561	3.8782060057
370	80.1738	3.6345527354
375	75.13	3.4062191194
380	70.6098	3.3240400511
385	66.3616	3.1243078093
390	62.369	2.9365706036
395	58.6166	2.7601212787
400	55.09	2.5783835668
405	51.8789	2.5319231192
410	48.8549	2.3844987843
415	46.0071	2.2456661184
420	43.3254	2.1149054118
425	40.8	1.9917717688
430	38.5062	1.9225170373
435	36.3413	1.8145393455
440	34.2982	1.7126223363
445	32.3698	1.6164328795
450	30.55	1.5256494997
455	28.88388	1.513215308
460	27.30868	1.4307849764
465	25.8194	1.3528442988
470	24.41132	1.2791436045
475	23.08	1.2094708224
480	21.85709	1.1842253747
485	20.69902	1.1215569134
490	19.60228	1.0622068606
495	18.5636	1.00599802
500	17.58	0.9527643035
505	16.67071	0.9327901793
510	15.80838	0.8846045632
515	14.99073	0.8389085649
520	14.21528	0.7955723891
525	13.48	0.7544761445
530	12.80094	0.7543973145
535	12.1561	0.716445852
540	11.54373	0.6804039478
545	10.96222	0.6461750105
550	10.41	0.6136682586
555	9.88826	0.5980204256
560	9.39266	0.5680522194
565	8.92191	0.5395865934
570	8.47475	0.5125474041
575	8.05	0.4720396883
580	7.65756	0.4603281949
585	7.28424	0.4378992418
590	6.92913	0.416564145
595	6.59133	0.3962674513
600	6.27	0.3769602937
605	5.9732	0.3662192232
610	5.69045	0.3488731108
615	5.42109	0.332349022
620	5.16447	0.3166075238
625	4.92	0.3016111176
630	4.68936	0.3004884731
635	4.46954	0.2864105128
640	4.26003	0.2729926506
645	4.06033	0.2602022424
650	3.87	0.248011993
655	3.69485	0.2579810834
660	3.52762	0.2463040034
665	3.36797	0.2351555768
670	3.21553	0.2245110961
675	3.07	0.2132172501
680	2.932168	0.2060086043
685	2.800516	0.196784234
690	2.674783	0.1879732225
695	2.554692	0.1795574074
700	2.44	0.1706082746
705	2.328215	0.1899242805
710	2.221551	0.1812381554
715	2.119782	0.1729498184
720	2.022668	0.1650397316
725	1.93	0.1574921815
730	1.844802	0.1509156664
735	1.763366	0.1442383459
740	1.685524	0.1378561142
745	1.611117	0.1317559736
750	1.54	0.1127835197
755	1.474685	0.1120774775
760	1.412145	0.1072950465
765	1.352257	0.1027168801
770	1.294912	0.0983343374
775	1.24	0.0941389163
780	1.185398	0.0960595269
785	1.133201	0.091838732
790	1.083301	0.0878034089
795	1.0356	0.083945531
800	0.99	0.080257159
805	0.946306	0.07938676
810	0.904544	0.0758615191
815	0.864625	0.0724930614
820	0.826469	0.0692744067
825	0.79	0.0647411875
830	0.755039	0.0653611785
835	0.721627	0.0624610302
840	0.689691	0.0596896572
845	0.65917	0.0570411944
850	0.63	0.0545103614
855	0.603926	0.0549027692
860	0.578934	0.0526521391
865	0.554977	0.0504939414
870	0.532012	0.0484244529
875	0.51	0.0464399509
880	0.488215	0.0476030403
885	0.467362	0.0455540848
890	0.447399	0.0435934547
895	0.428291	0.0417173852
900	0.41	0.0399221587
905	0.394926	0.038429517
910	0.38041	0.0369931495
915	0.36643	0.0356108887
920	0.352966	0.0342806648
925	0.34	0.0321968465
930	0.32705	0.0340514737
935	0.314594	0.0327609192
940	0.302611	0.0315192509
945	0.2910865	0.0303247135
950	0.28	0.0291755165
955	0.2668141	0.0284680053
960	0.2542506	0.0271328569
965	0.2422787	0.0258603976
970	0.2308703	0.0246477414
975	0.22	0.0226194581
980	0.2113278	0.0233837435
985	0.2030062	0.0224372205
990	0.1950191	0.0215304259
995	0.1873556	0.0206617786
1000	0.18	0.019284997
